N,P,K,temperature,humidity,ph,rainfall,OM,label
108.2,35.1,159.1,30.03,83.14,6.48,190.01,3.08,Banana
65.5,62.9,36.0,27.01,61.77,6.39,77.04,1.48,Corn
82.2,55.7,83.1,31.31,79.08,5.88,137.16,2.99,Papaya
58.4,41.0,121.5,28.14,77.94,6.9,233.75,3.56,Durian
106.0,48.3,80.0,30.29,85.0,5.62,126.89,2.82,Papaya
90.9,51.9,21.3,31.2,78.04,5.41,115.09,2.12,Corn
44.1,28.3,131.1,27.54,75.86,5.27,235.85,3.45,Coconut
73.8,33.1,34.1,25.72,78.88,6.24,267.95,2.32,Rice
52.1,51.0,121.8,26.72,78.33,6.23,262.26,3.05,Coconut
26.4,28.9,78.8,26.64,56.6,5.96,89.31,2.66,Mango
40.0,20.2,46.1,28.72,64.86,5.42,150.75,1.59,Cassava
28.3,24.3,47.8,26.63,79.84,6.12,91.73,1.45,Cassava
68.4,29.1,122.7,29.28,69.82,5.94,126.99,1.38,Cassava
38.1,47.2,129.7,25.51,73.26,5.83,196.82,3.3,Coconut
88.0,49.8,87.4,25.63,68.82,6.38,123.03,3.15,Tomato
61.3,18.8,35.8,28.1,45.72,6.83,141.74,2.08,Mango
40.6,70.0,76.1,24.0,70.74,6.37,108.36,2.64,Sweet Potato
106.4,25.3,174.8,24.87,78.39,4.87,263.46,4.12,Banana
36.4,10.0,89.9,26.46,77.1,5.26,110.5,1.89,Cassava
97.3,38.9,28.8,26.83,77.64,4.94,183.99,2.86,Rice
103.5,43.4,149.7,32.67,83.96,5.94,199.59,3.45,Banana
107.8,37.3,45.7,30.53,79.77,5.67,248.73,3.15,Rice
63.5,47.5,148.5,27.9,83.6,6.72,277.34,3.56,Durian
85.8,23.0,36.9,24.89,84.25,6.05,194.02,3.36,Rice
42.7,25.4,60.1,29.38,55.4,5.54,138.59,3.1,Mango
37.2,53.4,170.6,23.91,83.87,5.76,168.29,2.06,Coconut
46.4,44.1,100.8,26.5,69.38,6.07,111.06,1.3,Sweet Potato
47.1,46.5,150.3,27.49,77.22,6.37,104.09,2.34,Sweet Potato
53.3,58.2,60.6,26.79,74.68,5.41,155.03,2.27,Cacao
90.7,76.3,63.2,23.95,55.16,6.2,121.42,2.27,Eggplant
50.5,67.8,106.4,25.77,76.71,6.15,122.29,1.39,Sweet Potato
49.7,29.1,42.3,25.61,72.1,5.5,198.24,3.57,Rice
93.7,32.2,50.6,27.12,75.81,5.1,233.39,2.76,Rice
48.8,51.0,44.4,27.36,66.01,7.06,120.15,2.42,Mango
53.8,31.5,99.3,25.74,90.69,5.73,122.84,4.1,Cacao
101.7,33.8,82.8,31.36,68.76,5.72,165.08,2.85,Papaya
67.2,52.2,94.2,28.8,86.37,7.1,230.27,2.89,Durian
53.7,42.6,41.7,26.67,79.8,5.86,133.83,2.71,Cacao
48.4,40.4,52.5,23.03,86.02,6.33,138.15,4.01,Cacao
79.2,46.1,78.8,27.3,72.19,5.64,180.18,2.9,Cacao
115.6,72.3,130.7,27.98,64.15,6.27,172.68,2.79,Papaya
47.7,37.6,47.3,28.84,59.84,6.92,96.68,2.01,Mango
79.4,29.2,46.0,27.69,91.09,7.04,231.34,4.07,Rice
83.2,32.5,105.5,29.66,83.32,6.52,160.0,3.82,Durian
104.3,65.3,37.8,25.32,87.86,5.79,241.71,2.4,Rice
81.2,42.3,80.8,28.78,66.76,5.37,114.51,3.32,Papaya
43.0,48.4,125.9,28.89,71.06,6.42,111.97,2.05,Sweet Potato
36.3,25.1,128.2,30.7,86.48,5.86,183.56,2.77,Coconut
71.0,38.0,35.6,28.2,83.39,6.11,180.04,2.79,Rice
100.3,44.2,94.9,29.05,83.57,6.79,269.01,3.44,Durian
123.6,43.0,213.1,31.21,84.49,6.03,240.49,3.23,Banana
89.3,67.7,90.9,27.2,77.67,5.63,164.57,3.05,Eggplant
25.5,42.5,52.1,32.51,68.27,6.87,63.0,1.7,Mango
66.7,68.5,36.9,30.41,62.16,5.57,150.0,2.98,Corn
50.7,35.9,110.8,27.56,80.97,6.04,198.05,1.64,Coconut
55.6,31.1,64.9,30.99,61.01,7.92,142.12,1.99,Mango
42.4,49.7,119.3,27.88,70.71,6.03,82.8,1.68,Sweet Potato
32.9,34.8,111.6,24.95,80.19,5.0,262.88,2.34,Coconut
51.4,28.2,167.7,25.62,78.56,5.04,146.76,3.02,Coconut
78.4,20.0,34.5,28.3,87.23,5.36,238.87,2.96,Rice
74.4,49.1,51.3,28.12,71.22,6.68,300.29,2.84,Durian
48.0,50.9,129.6,27.5,83.12,6.08,210.71,2.61,Durian
56.3,40.0,115.6,26.97,73.2,5.18,151.79,2.06,Sweet Potato
42.3,67.2,104.0,27.8,67.96,5.8,97.39,1.77,Sweet Potato
74.3,59.9,35.3,30.96,74.19,5.19,202.04,2.3,Rice
80.7,30.8,102.0,24.97,72.27,6.39,169.51,2.11,Papaya
117.7,42.6,95.0,27.44,68.97,6.35,148.88,2.95,Papaya
95.3,31.5,50.3,28.89,67.38,6.41,134.07,2.4,Eggplant
88.8,50.8,35.5,28.37,58.52,6.54,124.56,2.31,Corn
104.7,48.1,79.3,28.02,67.35,6.55,94.41,3.53,Eggplant
49.5,25.1,151.5,24.91,78.38,5.29,192.26,3.66,Coconut
50.5,31.4,51.6,27.21,61.74,6.19,121.17,2.19,Mango
74.7,53.0,86.8,32.05,90.36,6.73,229.2,2.88,Durian
31.4,47.2,158.5,27.72,85.0,5.48,116.81,1.79,Sweet Potato
71.7,85.7,61.3,24.53,60.38,6.07,96.28,2.11,Tomato
92.9,62.8,126.1,28.52,83.23,6.36,143.0,3.37,Banana
144.5,88.0,63.9,25.59,61.45,5.95,92.5,2.19,Tomato
19.0,33.4,64.9,29.28,65.47,6.59,91.04,1.09,Cassava
36.3,37.7,141.0,24.31,82.49,6.48,279.55,2.44,Coconut
50.7,43.1,130.0,28.73,74.18,5.93,125.6,1.33,Cassava
81.9,53.8,90.6,26.35,90.72,6.46,280.58,2.68,Durian
80.4,61.3,47.4,25.61,70.37,6.53,179.49,3.1,Cacao
53.3,56.7,33.0,28.87,80.43,5.78,217.89,3.74,Rice
28.6,27.5,76.3,23.43,50.66,5.57,117.16,2.77,Mango
77.3,29.4,85.2,22.37,75.57,5.48,158.87,4.1,Cacao
141.3,60.8,103.7,29.73,71.66,6.59,151.73,3.26,Papaya
79.8,39.0,47.4,23.05,84.57,7.14,215.06,2.75,Rice
80.6,58.0,49.3,23.37,62.95,5.12,80.76,2.73,Tomato
80.2,63.3,50.9,26.25,66.86,6.32,59.97,2.1,Corn
21.4,24.7,48.6,28.92,71.01,6.36,117.91,1.89,Cassava
20.2,21.5,95.9,29.93,73.8,5.6,89.9,2.18,Cassava
62.8,26.9,109.2,27.01,84.76,7.24,189.85,3.57,Durian
68.0,28.5,132.5,25.77,73.15,7.23,118.76,3.13,Coconut
106.4,74.8,57.2,26.25,62.98,5.74,131.08,2.52,Eggplant
70.9,46.2,25.5,28.84,77.77,4.63,165.09,3.77,Rice
103.0,66.1,41.6,27.86,69.03,5.52,94.34,2.39,Eggplant
29.3,17.4,58.8,32.16,74.3,5.29,131.61,1.55,Cassava
50.8,30.1,52.0,27.41,61.22,5.39,120.14,2.88,Mango
129.3,43.9,56.9,24.13,75.41,6.15,166.57,1.97,Eggplant
107.9,51.5,117.6,24.17,74.75,5.64,218.73,3.48,Banana
120.1,40.0,50.2,25.48,56.06,6.34,55.19,1.74,Tomato
48.6,20.0,86.9,25.93,75.86,5.35,145.5,3.51,Cacao
88.3,54.4,112.2,27.29,70.77,6.2,146.41,2.32,Papaya
90.8,44.9,48.2,26.73,76.97,7.5,104.03,3.19,Eggplant
96.6,38.6,22.9,23.57,65.24,6.18,76.54,2.75,Corn
105.7,74.8,76.3,26.58,69.97,5.64,115.99,1.88,Tomato
54.9,49.3,110.0,26.54,85.39,6.08,296.96,3.41,Durian
113.3,51.0,122.8,29.47,68.05,6.11,149.64,2.34,Papaya
57.7,29.1,44.8,27.62,58.19,5.9,139.25,1.18,Mango
117.1,80.0,82.4,29.15,60.82,6.57,99.37,2.84,Eggplant
145.6,68.3,156.0,27.59,73.4,6.17,300.0,4.27,Banana
31.8,26.9,126.5,25.41,64.58,5.79,77.23,1.49,Sweet Potato
54.5,33.9,89.0,27.08,84.98,5.59,200.78,3.04,Cacao
48.7,66.3,75.5,31.41,90.78,6.49,205.91,3.16,Durian
93.0,28.1,50.2,28.61,80.62,5.48,300.0,2.37,Rice
131.2,31.9,128.4,29.89,84.13,5.9,203.05,3.64,Banana
42.2,33.9,78.6,27.08,60.72,6.84,80.77,2.31,Mango
73.9,32.8,78.9,22.88,55.45,5.37,121.14,1.09,Mango
105.1,78.2,54.4,28.13,70.25,6.25,120.63,2.83,Eggplant
71.7,37.6,69.3,26.61,82.94,5.88,189.25,2.57,Cacao
27.4,37.0,40.3,32.38,64.86,5.85,142.14,1.43,Cassava
32.6,33.2,40.0,30.75,77.17,5.5,108.18,1.24,Cassava
80.5,49.2,37.8,26.55,77.78,5.95,242.18,3.49,Rice
40.0,41.6,56.7,30.04,75.31,6.25,94.42,1.41,Cassava
114.0,69.5,62.4,27.67,69.1,5.79,120.08,2.83,Eggplant
59.8,44.5,50.0,24.37,58.84,5.59,67.66,1.68,Mango
15.0,43.8,200.0,23.88,76.39,6.19,213.51,1.57,Coconut
44.6,56.7,27.4,26.77,79.76,5.52,248.67,3.01,Rice
124.8,52.2,174.9,26.03,83.55,6.19,151.71,3.68,Banana
36.9,22.2,85.4,24.69,71.54,5.26,153.1,2.29,Coconut
48.4,26.7,112.8,26.73,64.9,6.56,163.08,2.71,Sweet Potato
41.2,54.1,70.7,28.75,78.36,6.71,235.3,2.19,Durian
110.7,52.4,249.7,30.18,73.55,6.67,204.24,4.75,Banana
67.0,23.3,34.7,25.29,79.38,5.8,254.27,3.58,Rice
50.3,41.4,143.7,30.37,92.27,6.93,257.33,2.63,Durian
90.7,48.9,30.0,29.01,65.57,7.32,118.39,2.29,Eggplant
33.7,41.8,152.1,27.63,85.32,5.63,245.55,2.37,Coconut
130.5,80.8,96.8,23.31,71.68,6.14,76.72,2.82,Tomato
45.6,19.6,44.5,25.37,60.61,6.32,110.39,1.96,Mango
84.6,39.8,130.6,27.72,80.21,5.43,172.16,3.02,Banana
106.7,67.4,110.0,24.73,70.59,6.19,58.45,3.73,Tomato
56.0,30.9,39.4,26.91,61.09,5.01,125.88,2.51,Mango
45.0,41.2,115.8,29.37,72.59,5.65,119.24,1.19,Sweet Potato
88.3,48.6,46.0,27.26,69.45,6.9,127.27,2.11,Corn
82.8,52.1,39.5,26.58,87.69,5.96,241.15,1.86,Rice
103.8,54.7,96.0,23.0,65.56,6.5,204.72,2.53,Papaya
42.2,40.7,105.5,29.51,69.83,6.39,104.32,2.24,Sweet Potato
85.5,43.2,38.8,23.86,83.34,5.08,153.37,3.22,Rice
78.5,33.7,50.6,23.27,59.87,6.35,101.1,1.8,Corn
72.3,48.5,25.0,24.13,83.08,5.74,241.98,3.41,Rice
89.8,46.3,90.2,28.12,80.24,6.62,155.51,2.45,Papaya
97.4,50.9,38.7,30.32,56.77,5.59,118.86,2.37,Eggplant
111.7,39.1,40.4,27.7,55.89,7.08,112.37,1.46,Corn
33.9,24.8,54.1,29.72,55.43,6.24,122.56,1.52,Cassava
165.1,60.6,135.9,24.53,79.12,6.26,203.15,4.62,Banana
21.6,45.7,116.9,27.17,75.85,5.96,98.31,1.56,Sweet Potato
82.2,60.2,96.1,25.57,75.22,6.68,160.0,2.41,Durian
83.0,56.4,167.1,28.56,83.39,6.22,212.14,2.82,Banana
106.9,65.0,191.1,27.69,83.89,5.83,236.25,3.47,Banana
100.9,51.1,188.4,29.6,79.33,5.83,236.9,4.67,Banana
96.8,61.4,66.2,26.9,76.12,5.6,97.75,1.55,Eggplant
51.5,39.1,40.6,25.03,57.26,7.09,72.83,3.1,Mango
126.2,67.8,57.8,27.16,66.6,6.07,112.71,2.44,Eggplant
29.1,28.5,82.0,31.28,76.24,5.95,88.78,1.7,Cassava
85.1,70.1,98.3,27.1,83.21,6.25,281.88,2.41,Durian
90.5,49.9,115.7,29.89,74.1,6.56,169.49,3.87,Banana
90.9,65.9,46.7,30.54,73.04,6.57,63.0,3.41,Eggplant
112.7,49.8,82.4,31.38,65.43,5.98,147.82,3.06,Papaya
46.6,26.9,45.6,27.01,69.2,6.29,166.75,2.71,Mango
42.7,24.5,104.8,30.42,58.6,6.9,154.41,2.02,Cassava
43.7,50.3,45.8,29.39,80.61,6.07,263.37,2.25,Rice
41.5,40.9,106.8,24.72,78.39,5.83,141.16,3.71,Coconut
45.7,23.2,73.2,23.75,70.5,6.22,132.06,3.24,Coconut
84.5,56.0,41.2,29.7,82.64,5.49,209.32,3.12,Rice
107.9,51.2,68.4,28.63,73.43,6.37,138.43,1.77,Eggplant
55.2,54.9,85.9,27.3,83.82,4.89,178.29,2.6,Cacao
45.0,44.1,53.9,23.28,54.65,6.59,121.84,1.49,Mango
91.4,56.7,89.8,28.49,58.26,5.82,134.33,3.35,Papaya
106.8,63.4,80.7,27.82,77.57,5.54,216.99,2.54,Papaya
48.9,28.4,40.0,26.09,70.74,6.3,219.49,2.76,Cacao
69.1,52.1,108.3,30.39,78.09,5.94,212.5,4.0,Durian
106.5,26.2,118.7,24.38,81.75,6.48,155.95,4.08,Banana
109.3,45.4,15.2,28.07,63.5,6.18,118.28,2.63,Corn
35.5,31.8,89.7,27.53,72.21,5.22,146.37,1.23,Cassava
114.0,54.6,221.3,26.57,84.78,6.2,232.05,2.05,Banana
52.0,55.4,97.6,24.99,82.54,5.12,126.88,4.04,Cacao
93.4,62.4,51.9,27.84,67.42,6.47,70.66,2.88,Eggplant
51.2,40.6,104.3,27.0,76.61,6.53,119.59,3.23,Coconut
33.9,69.8,114.1,27.38,70.44,5.96,85.75,1.56,Sweet Potato
54.7,23.5,54.9,34.0,88.86,5.76,125.2,3.74,Cacao
135.7,72.8,44.8,28.01,62.33,6.15,70.98,2.41,Eggplant
62.2,26.4,97.8,22.87,76.28,5.1,198.97,3.87,Cacao
83.0,52.0,83.4,33.63,84.03,6.5,195.09,3.48,Durian
137.7,36.1,144.1,26.49,79.92,6.67,203.69,2.84,Banana
45.0,45.1,102.9,32.35,73.85,5.97,82.99,1.51,Cassava
70.4,54.2,76.5,25.73,77.62,5.41,140.56,4.02,Cacao
75.6,30.5,125.7,26.82,76.34,6.78,181.73,2.67,Coconut
60.8,32.6,112.1,30.88,71.99,5.0,138.63,2.16,Sweet Potato
51.1,34.7,130.5,26.38,71.55,5.74,115.38,2.18,Sweet Potato
116.0,64.9,58.0,22.88,61.43,5.57,100.8,2.09,Tomato
107.4,34.6,134.6,31.46,84.52,6.29,256.33,3.18,Banana
73.9,65.5,111.0,27.23,84.81,5.61,160.94,1.84,Sweet Potato
28.6,16.4,75.8,29.99,69.29,6.43,107.63,0.94,Cassava
112.0,44.7,42.7,25.0,79.01,5.48,265.49,4.33,Rice
114.4,42.7,91.3,29.68,90.86,6.02,287.03,3.45,Banana
92.9,36.5,145.9,27.44,91.56,7.5,232.56,3.52,Durian
33.0,53.9,126.7,29.49,86.67,5.6,223.85,2.43,Coconut
75.7,70.6,141.9,27.26,77.08,5.84,113.42,1.94,Papaya
41.2,37.2,128.3,26.62,80.5,5.27,192.74,3.99,Coconut
70.6,36.8,102.7,27.91,83.29,6.41,278.25,3.64,Durian
63.8,53.7,50.4,26.54,78.29,5.19,277.55,2.08,Rice
10.0,10.9,70.0,28.68,68.52,6.8,127.52,1.36,Cassava
104.3,68.2,88.5,27.79,59.93,5.85,110.94,1.5,Eggplant
89.1,61.7,100.5,28.58,70.67,5.99,200.55,1.84,Papaya
13.5,18.2,67.3,28.08,76.11,6.54,104.44,1.46,Cassava
88.0,55.0,128.0,28.16,65.87,6.57,206.55,2.31,Papaya
79.9,42.6,72.7,26.59,59.72,7.52,121.58,1.83,Mango
12.1,27.8,50.1,25.61,65.84,5.83,82.12,2.13,Cassava
67.9,57.7,60.4,23.2,62.21,5.0,132.01,2.82,Tomato
87.7,37.7,43.0,31.01,81.5,4.55,187.47,3.34,Rice
36.6,36.6,101.9,26.36,71.25,5.97,97.82,1.39,Sweet Potato
118.8,66.3,99.2,22.78,70.39,5.98,57.66,2.62,Tomato
78.9,54.9,70.9,27.95,81.1,6.74,186.08,2.74,Durian
90.1,28.9,47.4,23.85,60.66,5.19,104.96,2.84,Corn
59.3,33.0,53.2,26.34,88.12,6.11,245.93,2.37,Rice
133.0,43.9,166.6,28.92,77.15,5.72,228.95,3.69,Banana
46.4,25.3,94.3,30.91,74.51,6.26,119.86,0.77,Cassava
113.0,68.9,86.6,24.81,66.24,6.17,59.58,1.74,Tomato
24.9,31.6,103.2,25.36,70.27,6.11,149.38,2.33,Coconut
106.1,72.2,66.0,27.09,59.02,6.47,93.16,2.86,Eggplant
86.1,48.1,73.5,26.13,77.97,6.99,182.27,3.04,Durian
138.3,43.9,112.1,32.5,93.48,5.48,217.55,2.36,Banana
42.8,52.9,90.9,28.48,70.87,6.51,169.72,3.59,Cacao
59.2,20.7,40.0,30.56,75.21,5.54,145.3,3.99,Cacao
136.2,65.9,174.4,26.51,85.53,6.42,207.72,4.05,Banana
76.4,51.8,70.5,25.67,79.35,6.57,226.79,3.86,Durian
46.6,10.1,95.8,27.87,67.7,5.96,120.89,1.62,Cassava
50.6,17.8,103.2,27.64,80.17,6.08,104.44,0.87,Cassava
39.9,28.3,79.3,29.82,75.93,6.59,160.11,2.59,Cassava
37.4,49.0,87.4,21.81,79.91,5.29,148.06,2.92,Cacao
42.0,15.5,96.4,24.21,77.69,6.64,224.04,3.02,Coconut
96.9,61.3,41.3,25.28,78.46,5.83,233.68,2.88,Rice
29.5,44.1,143.9,29.26,79.87,5.32,213.93,2.15,Coconut
40.4,19.5,149.3,25.78,80.7,6.19,169.77,3.78,Coconut
89.7,50.9,34.4,22.0,56.94,6.27,57.51,2.27,Corn
15.0,40.6,107.9,31.96,81.08,5.58,187.27,2.49,Coconut
107.5,62.7,46.5,26.94,59.36,5.74,126.06,2.35,Tomato
53.6,41.7,140.3,27.27,84.72,5.63,193.11,2.39,Coconut
107.0,44.4,61.9,28.09,83.0,5.74,174.71,4.08,Papaya
33.3,51.1,128.9,29.02,82.52,6.94,105.0,1.63,Coconut
83.7,44.7,82.2,27.46,66.24,6.25,161.5,1.55,Eggplant
104.7,55.9,108.9,27.04,67.61,6.7,181.46,2.41,Papaya
109.0,65.5,50.0,30.53,84.09,6.62,204.01,3.72,Durian
124.0,58.3,54.7,27.61,64.15,5.97,126.3,1.74,Eggplant
69.7,42.7,33.0,25.03,80.11,5.8,265.0,3.04,Rice
86.7,57.5,102.3,28.1,85.04,6.41,229.32,3.9,Durian
49.9,50.1,59.7,26.41,51.88,6.59,144.16,1.91,Mango
46.1,42.8,85.5,21.71,80.98,5.82,135.6,3.83,Cacao
23.9,48.2,110.6,27.22,74.62,5.96,191.47,2.03,Coconut
112.5,55.9,93.7,31.07,76.76,5.94,165.22,3.55,Papaya
46.0,32.9,127.8,28.33,82.99,7.94,116.81,3.12,Coconut
121.7,44.4,60.1,27.5,63.79,5.99,175.29,2.05,Papaya
30.0,42.2,44.1,27.85,71.41,5.2,179.94,4.16,Cacao
69.5,28.9,80.9,29.46,74.97,5.11,178.26,2.85,Cacao
88.8,61.0,58.8,28.6,67.67,6.04,111.26,3.51,Eggplant
34.0,42.2,83.7,30.18,72.62,6.48,113.12,1.47,Cassava
127.3,74.8,42.4,27.52,61.68,6.05,130.89,2.94,Eggplant
116.9,59.7,90.8,24.3,83.15,6.06,240.43,3.09,Banana
55.3,52.2,102.3,29.31,91.73,5.8,145.67,4.24,Cacao
94.3,47.5,100.2,30.66,93.86,6.46,235.73,2.49,Durian
10.0,27.3,93.1,30.88,70.93,5.55,98.16,1.22,Cassava
159.5,46.9,149.9,29.73,86.91,5.68,188.93,3.0,Banana
26.8,40.6,122.9,26.57,72.59,5.6,180.12,2.9,Coconut
63.9,34.3,40.7,31.23,73.5,5.66,130.68,3.71,Cacao
45.5,42.1,38.4,26.45,81.32,6.11,192.9,3.13,Rice
70.5,54.5,84.1,26.03,74.14,6.16,151.1,3.14,Coconut
66.0,57.3,35.6,24.24,80.73,5.48,258.56,3.21,Rice
56.8,10.0,83.3,29.06,58.72,5.85,104.68,0.93,Cassava
117.7,36.8,53.1,27.95,83.93,5.96,142.25,2.2,Eggplant
108.4,33.1,96.9,31.81,77.0,5.73,129.82,2.25,Papaya
71.0,56.5,84.6,28.1,63.89,6.4,96.03,2.55,Papaya
95.6,25.0,164.2,26.31,78.22,6.94,173.76,2.6,Banana
80.0,79.6,72.4,28.11,64.48,5.01,159.54,3.63,Papaya
48.1,40.9,75.1,24.51,72.74,6.36,148.27,2.42,Cacao
117.0,47.6,52.3,21.76,67.97,6.23,102.48,2.91,Tomato
51.1,62.9,119.8,24.78,65.98,6.21,131.86,2.24,Sweet Potato
91.7,67.2,53.1,24.2,50.93,6.11,126.91,3.32,Tomato
47.9,47.3,111.4,29.22,83.36,5.8,123.24,1.65,Sweet Potato
64.8,20.4,96.4,29.91,85.26,6.77,154.73,3.72,Cacao
102.7,37.5,25.0,28.06,78.92,4.92,259.61,3.23,Rice
98.6,39.4,58.4,26.56,83.92,5.48,150.0,2.68,Rice
105.8,46.2,77.7,29.98,67.35,6.13,127.31,1.58,Eggplant
36.9,34.1,129.4,29.93,85.0,5.49,136.25,2.21,Sweet Potato
60.9,71.8,59.2,29.29,73.72,6.14,147.84,2.89,Papaya
117.0,66.5,51.5,23.65,61.69,6.5,77.17,2.24,Tomato
68.7,27.9,70.5,23.5,80.23,6.91,159.31,3.24,Cacao
60.6,41.0,25.1,25.12,75.73,6.22,182.86,2.62,Rice
24.2,25.6,106.5,28.95,61.2,6.55,112.73,1.92,Sweet Potato
34.4,45.2,79.6,32.53,84.75,5.29,193.44,3.64,Cacao
132.0,46.2,164.9,28.01,83.01,6.68,205.3,3.66,Banana
101.9,49.6,76.3,28.24,69.56,5.13,220.0,2.42,Papaya
96.7,52.1,30.1,29.25,75.11,6.14,141.82,2.19,Corn
47.6,40.6,78.9,25.6,67.6,6.0,199.82,2.46,Cacao
38.7,34.1,42.0,29.76,70.57,7.0,148.57,2.6,Mango
44.8,27.7,165.8,26.22,79.82,6.44,143.06,2.06,Coconut
60.7,35.5,70.5,29.77,90.85,6.31,196.78,3.2,Cacao
38.7,27.7,87.7,24.32,70.04,6.75,82.27,1.6,Cassava
129.5,59.3,25.0,28.79,56.25,5.84,70.67,1.41,Corn
23.1,15.9,102.2,27.81,80.74,6.36,238.69,2.55,Coconut
69.7,45.1,70.8,23.73,81.22,6.46,258.0,2.0,Durian
122.6,53.6,57.2,27.92,63.42,6.02,79.15,1.94,Eggplant
125.1,32.3,138.5,31.34,82.29,5.15,187.44,5.01,Banana
50.1,33.4,71.7,26.88,84.05,6.13,201.61,2.71,Cacao
38.2,39.9,76.8,30.64,63.17,6.28,135.8,1.74,Cassava
71.5,63.3,105.1,31.44,74.66,6.81,126.97,2.66,Papaya
45.5,13.1,128.8,28.31,74.95,5.67,114.1,1.88,Cassava
60.0,49.0,57.0,28.4,66.9,5.85,75.51,2.71,Eggplant
60.0,54.5,103.9,26.96,74.05,6.03,164.88,2.0,Sweet Potato
66.4,45.4,71.4,25.26,60.03,5.87,139.48,1.83,Mango
42.6,43.2,150.4,25.12,70.33,6.02,200.1,3.05,Coconut
150.0,75.6,83.9,26.24,64.07,5.93,102.6,2.34,Tomato
116.2,47.2,43.9,25.68,62.11,6.24,102.19,1.83,Corn
134.9,25.6,154.7,26.39,73.37,5.6,212.52,3.9,Banana
135.6,73.9,158.8,27.82,78.42,6.01,170.83,2.9,Banana
28.2,60.0,124.6,29.0,76.33,6.18,173.16,2.42,Coconut
52.9,37.5,67.1,24.52,70.52,5.33,220.0,3.52,Cacao
47.1,50.3,60.0,25.76,66.93,6.48,93.48,1.76,Sweet Potato
93.2,53.4,65.4,27.31,51.4,5.96,100.85,2.29,Tomato
32.3,27.5,103.5,25.24,83.07,5.02,199.43,3.78,Coconut
54.3,20.0,72.6,27.76,75.07,6.7,189.72,3.57,Cacao
93.7,33.3,36.1,23.96,65.67,5.64,116.4,2.23,Corn
26.3,29.3,103.1,27.57,79.23,6.3,119.51,1.37,Cassava
36.4,32.9,79.2,26.97,83.75,6.41,189.62,3.36,Cacao
74.9,46.7,32.5,26.51,66.57,6.09,87.51,2.73,Corn
67.3,32.0,61.3,24.75,57.43,6.93,143.18,1.88,Mango
58.3,26.4,53.2,26.14,60.0,6.41,81.68,2.87,Mango
69.9,42.5,46.2,25.72,81.71,4.94,191.07,3.44,Cacao
28.6,25.9,154.4,27.17,80.33,6.81,267.0,2.83,Coconut
40.2,31.7,32.1,27.66,61.04,6.88,103.14,2.35,Mango
45.7,56.0,56.9,22.55,78.33,5.72,159.81,3.65,Cacao
82.5,47.4,41.8,23.56,51.94,6.57,124.78,3.17,Corn
12.0,12.8,78.1,30.11,70.57,5.79,164.82,2.1,Cassava
122.1,37.6,169.5,27.29,85.15,6.35,233.01,3.74,Banana
54.2,16.6,81.8,30.25,67.67,6.19,131.82,1.56,Cassava
105.2,41.5,46.9,30.65,64.29,6.28,105.09,2.1,Eggplant
32.9,36.5,117.7,26.69,64.97,6.72,129.68,2.14,Sweet Potato
49.9,29.7,87.2,28.46,79.58,5.59,146.34,1.96,Sweet Potato
99.8,50.0,76.6,29.81,67.32,5.79,138.33,1.68,Papaya
60.0,27.5,59.2,29.35,59.18,7.55,138.01,2.38,Mango
102.1,50.1,26.8,27.73,82.74,5.16,181.79,3.16,Rice
110.1,41.8,107.6,29.72,68.99,5.75,173.07,3.06,Papaya
14.8,21.0,76.4,29.79,71.95,6.52,80.0,1.72,Cassava
106.2,50.7,99.5,27.21,80.35,6.83,266.98,3.57,Durian
65.2,65.4,77.8,24.51,61.07,6.52,134.0,2.94,Tomato
95.6,64.7,120.3,26.78,79.3,6.68,253.2,3.15,Durian
112.3,51.2,51.5,26.92,54.94,6.79,108.29,2.87,Tomato
54.1,32.3,168.4,26.9,78.77,6.23,100.27,2.73,Coconut
120.8,66.8,89.6,28.81,73.82,6.26,186.16,2.77,Papaya
37.9,43.3,95.4,28.8,80.64,6.98,184.83,2.57,Coconut
73.9,43.0,71.2,27.77,82.93,6.1,151.82,3.81,Cacao
76.3,51.3,88.1,25.71,72.47,5.98,192.28,2.58,Durian
56.9,37.1,25.9,25.49,76.46,5.76,198.73,2.73,Rice
86.7,49.3,72.1,26.2,67.95,6.13,91.75,3.14,Eggplant
29.6,36.6,57.8,26.42,55.87,7.86,141.65,2.35,Mango
67.3,45.5,30.8,25.76,80.97,5.84,225.99,3.43,Rice
37.9,39.3,133.7,25.73,80.87,6.29,159.93,3.23,Coconut
46.8,52.6,49.8,29.82,56.68,6.99,60.0,1.58,Mango
31.4,30.6,105.2,29.55,86.33,7.12,152.11,2.06,Coconut
63.3,48.2,57.0,26.91,49.64,6.28,110.48,2.88,Mango
61.9,54.2,50.4,28.2,71.13,6.32,93.3,2.34,Mango
69.9,51.4,70.7,31.02,56.36,5.77,179.96,3.18,Papaya
45.9,26.0,80.2,25.16,63.49,6.07,134.35,2.28,Mango
60.0,53.5,187.2,26.03,74.95,5.49,149.47,2.05,Banana
40.3,48.2,129.9,22.16,70.42,5.55,244.7,2.92,Coconut
78.0,30.3,62.6,28.42,92.12,6.04,172.6,2.99,Cacao
104.7,68.5,108.7,30.19,72.69,6.42,179.93,3.12,Papaya
144.1,38.1,103.5,27.1,81.28,6.74,230.4,3.85,Banana
87.0,56.5,160.6,25.28,71.25,5.74,244.9,3.89,Banana
